longitude;latitude
-9.300.486;4.495.853
-9.314.785;449.623
-9.300.663;4.496.416
-9.307.643;4.498.528
null;null
-9.301.514;4.495.343
-9.310.265;4.496.938
-9.304.824;4.496.265
-9.300.828;4.497.593
-931.042;4.494.099
-9.307.466;4.498.197
-9.301.928;4.498.814
-9.300.536;4.495.651
-9.319.815;449.572
-9.305.044;4.495.065
-9.300.532;449.646
-9.302.433;4.498.582
-9.311.003;4.498.974
-9.313.519;4.497.157
-9.311.239;4.497.989
-931.808;4.496.768
-9.306.824;4.495.269
-9.310.076;4.492.346
-9.312.968;4.498.743
-9.303.857;4.495.163
-9.308.278;4.497.809
-9.300.486;4.495.853
-9.315.337;4.495.761
-9.302.667;4.497.449
-9.305.068;4.495.746
-9.308.355;4.498.753
-9.313.219;4.495.326
-9.307.271;4.492.466
-9.319.777;4.496.663
-9.307.363;4.498.648
-9.307.765;4.497.882
-930.868;4.492.205
-931.696;4.495.403
-9.309.545;4.493.203
-9.313.184;4.497.315
-9.309.656;449.257
-9.304.278;449.847
-9.304.157;4.496.041
-9.305.915;4.497.552
-9.311.352;4.498.458
-9.306.402;4.495.591
-93.095;4.494.496
-9.302.136;449.854
-9.315.078;4.495.745
-9.307.461;4.498.989
-9.310.074;4.492.114
-9.301.181;449.798
-9.304.824;4.496.265
-9.300.424;4.496.395
-9.303.099;4.498.392
-9.317.141;4.492.452
-9.306.542;449.536
-9.302.818;4.498.736
-9.304.722;4.495.549
-9.314.235;44.972
-9.302.662;4.498.452
-9.301.234;4.497.148
-9.302.341;4.496.602
-9.308.758;4.495.063
null;null
-9.307.941;4.498.898
-9.308.127;4.497.912
-9.312.383;4.494.414
-9.303.775;449.539
-9.300.504;4.496.125
-9.305.463;4.497.926
-9.312.645;4.494.004
-9.314.517;449.482
null;null
-9.302.412;4.495.973
-9.301.247;4.496.283
-9.320.685;4.496.552
-9.303.524;4.498.137
-9.302.693;4.498.842
-930.363;4.494.783
-9.318.254;4.490.189
-9.317.569;4.489.856
-9.312.457;4.494.164
-9.302.722;4.494.386
-9.307.456;4.498.556
-9.307.946;4.498.985
-9.307.815;4.497.092
-9.313.857;4.492.246
-9.305.042;4.495.939
-931.358;4.492.484
-9.317.661;4.490.184
-9.305.794;4.495.667
-9.315.351;4.492.687
-9.303.473;4.499.115
-9.307.528;4.497.542
-9.313.163;4.497.717
-9.300.574;4.495.449
-9.309.873;449.767
-9.301.349;4.498.683
-9.303.498;4.497.223
-9.315.258;4.495.941
-9.301.732;44.957
-9.303.703;4.498.683
-9.315.924;4.497.164
-9.316.426;4.493.445
-9.309.878;4.492.778
-9.303.855;449.883
-9.310.715;4.498.995
-9.315.243;4.493.247
-931.583;449.568
-9.315.239;4.496.137
-9.312.015;4.498.441
-9.315.712;4.497.595
-9.311.474;4.497.679
-9.307.218;4.498.279
-9.307.761;4.496.869
-9.313.042;4.497.762
null;null
-9.308.156;4.497.576
-9.314.098;4.497.135
-9.308.095;4.498.557
-9.303.837;4.497.662
null;null
-93.095;4.494.496
-930.445;4.498.326
-9.317.569;4.489.856
-9.315.696;4.493.272
-9.315.048;4.495.745
-9.301.762;4.498.727
-9.302.403;4.494.296
-9.303.307;4.498.376
-9.310.374;4.498.891
-9.305.752;4.497.863
-9.302.439;4.497.325
-9.309.258;4.493.025
-9.301.631;449.208
-9.317.982;449.581
-9.300.504;4.496.125
-9.300.504;4.496.125
-9.303.567;4.495.581
-9.307.934;4.497.932
-9.301.534;4.498.928
-9.300.775;4.495.384
-9.301.994;4.495.871
-9.313.327;4.498.351
-9.316.373;4.496.651
-9.314.685;4.491.535
null;null
-9.307.178;4.498.528
-9.317.569;4.489.856
-9.315.047;4.495.655
-9.314.605;4.496.549
-9.304.722;4.495.549
-9.318.649;4.490.534
-9.304.301;4.498.043
-9.301.652;4.496.977
-9.314.033;4.499.082
-9.308.758;4.495.063
-9.309.958;4.497.487
-9.307.299;449.858
-931.017;4.492.027
-9.302.451;4.495.928
-9.303.261;449.487
-9.310.462;4.496.887
-9.313.188;4.492.342
-9.302.869;4.497.743
-9.304.824;4.496.265
-9.317.968;4.496.702
-9.315.046;4.496.095
-9.302.731;4.494.779
-930.469;4.495.515
-9.316.252;4.495.119
-9.315.257;4.496.665
-9.300.504;4.496.125
-9.310.574;4.492.391
-9.301.247;4.499.127
-9.301.055;4.497.011
-9.309.101;4.495.131
-9.307.718;4.499.093
-930.062;4.496.753
-9.304.932;4.498.824
-9.316.861;4.496.785
-9.301.621;4.496.596
-9.317.982;449.581
-9.308.061;4.495.815
-9.315.479;4.496.458
-9.306.807;449.782
-9.301.025;4.494.874
-9.305.722;4.494.878
-9.303.933;4.498.734
-9.303.789;449.795
-9.314.135;4.499.034
-9.314.233;449.223
-9.300.504;4.496.125
-9.313.917;4.499.031
-9.302.922;4.497.458
-9.315.804;4.498.734
-9.314.623;449.654
-9.301.347;4.498.184
-930.942;4.497.467
-9.313.281;4.498.007
-9.304.671;449.881
-9.305.079;4.495.415
-9.314.379;44.974
-9.307.637;4.497.863
-9.313.378;4.492.261
-9.307.142;4.498.296
-9.315.495;4.493.173
-9.305.625;4.495.413
-9.317.552;4.491.063
-9.315.495;4.493.443
-9.315.207;4.493.398
-9.300.875;449.809
-9.316.969;4.495.375
-9.312.169;4.493.521
-9.317.795;4.490.395
-9.319.299;4.497.898
-930.394;4.498.377
-9.312.646;   44.99
-9.312.269;4.494.681
-9.317.491;4.496.008
-9.311.557;4.494.794
-9.307.824;4.495.811
-9.307.556;4.498.927
-9.300.504;4.496.034
-9.315.695;4.496.654
null;null
-9.302.753;4.496.562
-9.300.595;449.553
-9.315.428;4.493.791
-9.300.504;4.496.125
-9.315.348;4.496.664
-9.314.412;4.498.809
-9.316.411;4.497.847
-9.316.669;4.493.186
-9.315.498;4.493.569
-9.313.929;4.494.348
-9.319.604;4.496.543
-9.302.404;4.498.273
-9.311.244;4.494.513
-9.309.489;4.494.927
-931.654;4.497.938
-9.302.416;4.497.824
-930.321;4.495.402
-93.095;4.494.496
-9.310.286;4.494.161
-9.308.482;4.497.531
-9.307.821;4.498.535
null;null
-9.308.738;4.492.204
-9.316.341;4.490.396
-9.307.642;4.498.408
-9.315.281;4.495.925
-9.300.424;4.496.395
-9.311.959;4.493.785
-9.307.762;4.499.083
-9.311.057;4.494.029
-9.301.282;449.597
-930.095;4.497.657
-9.311.276;4.493.892
-9.304.232;4.497.302
-9.317.982;449.581
-9.320.661;4.496.725
-9.302.992;4.495.419
-931.358;4.498.938
-9.314.872;4.494.846
-9.309.396;4.495.144
-9.316.309;4.493.109
null;null
-9.300.504;4.496.125
-9.313.364;449.261
-9.308.816;4.492.464
-9.316.661;4.498.219
-9.305.815;449.621
-9.307.074;449.828
-9.305.042;4.497.936
-930.942;4.497.467
-9.300.504;4.496.034
-9.308.086;4.492.499
-9.318.007;4.491.413
-9.302.202;4.496.285
-9.310.967;4.499.184
-9.300.586;4.493.875
-9.314.155;449.224
-9.302.357;4.496.419
-9.309.764;4.493.091
-9.316.561;449.582
-9.313.741;4.492.166
-9.307.094;4.495.812
-9.301.196;4.495.925
-93.011;449.496
-9.312.908;4.497.761
-9.301.611;4.495.874
-9.306.876;4.498.735
-9.309.931;4.492.881
-9.317.982;449.581
-9.310.151;4.498.127
-9.304.057;4.498.839
-9.314.297;449.163
-9.317.569;4.489.856
-9.312.881;4.495.845
-931.512;4.493.419
-9.317.275;4.496.639
-9.306.062;4.498.008
-9.304.932;4.499.094
-9.318.397;4.490.235
-9.313.141;4.498.937
-9.304.045;4.497.896
-9.302.271;449.839
-9.301.285;4.498.375
-9.311.956;4.498.532
-9.315.842;4.496.093
-9.301.562;4.492.622
-9.307.952;4.491.969
-9.304.321;4.498.711
-9.304.252;4.496.602
-9.304.036;4.499.038
-930.144;4.498.375
-9.318.909;4.490.864
-9.311.917;4.498.981
-9.313.929;4.494.348
-9.305.411;4.497.943
-9.310.442;4.492.697
-9.312.822;4.493.062
null;null
-9.300.504;4.496.125
-9.315.619;4.496.728
-9.309.533;4.492.445
-9.300.504;4.496.125
-9.308.205;4.496.172
-9.316.699;4.496.406
-931.556;4.498.872
-9.302.232;4.495.597
-9.308.234;4.496.274
-9.315.254;4.496.097
-9.314.791;4.491.594
-9.313.036;4.492.694
-9.300.504;4.495.944
-9.305.872;4.496.226
-9.300.486;4.495.853
-9.314.242;4.497.261
-9.312.666;4.494.023
-9.306.712;4.498.284
-9.315.541;4.496.092
-9.300.558;4.497.731
-9.301.056;449.827
-930.289;4.494.589
-9.313.313;4.492.127
-9.306.599;4.492.532
-9.307.124;4.496.777
-9.313.819;4.492.525
-9.306.665;4.498.293
-9.312.124;4.495.123
-9.301.884;4.495.969
-9.314.127;4.493.812
-9.302.256;449.628
-93.095;4.494.496
-9.309.961;4.497.666
-9.300.907;4.495.652
-9.314.486;4.496.588
-9.308.253;4.496.274
-9.315.301;449.623
-931.297;4.492.216
-9.316.744;4.492.309
-9.315.361;4.496.323
-9.315.311;4.496.186
-9.312.252;4.493.428
-931.991;4.496.679
-930.882;4.493.487
-9.302.518;4.496.026
-9.302.717;4.494.293
-9.313.197;4.495.473
-930.714;4.497.755
-9.308.936;4.493.287
-9.317.982;449.581
-9.309.664;4.492.151
-9.314.202;4.494.934
-9.312.015;4.498.262
-9.315.734;4.496.184
-930.296;449.567
-9.314.763;4.494.492
-9.312.124;4.495.123
-9.310.401;4.492.737
-9.309.776;4.492.215
-9.312.344;4.499.325
-9.314.785;4.496.036
-9.306.191;4.498.183
-9.310.301;4.492.377
-931.385;4.492.488
-9.316.481;4.492.805
-9.300.621;4.494.364
-9.315.365;4.498.766
-9.308.658;4.494.798
-9.312.778;4.494.951
-9.312.171;4.494.637
-9.316.699;4.496.406
-9.318.022;4.491.414
-9.300.644;449.435
-9.312.862;4.495.099
-932.071;4.496.612
-930.073;4.496.374
-9.311.852;   44.99
-9.306.828;4.498.373
-9.313.417;4.493.963
-9.309.482;4.492.782
-9.316.091;4.498.435
-9.305.595;4.497.823
-9.301.636;4.498.092
-9.316.185;4.498.208
-9.320.659;4.496.607
-9.319.146;4.492.713
-9.316.096;4.497.626
-9.305.551;4.497.356
-9.312.532;4.494.056
-9.304.378;4.498.032
-9.309.998;4.495.883
-930.487;4.497.517
-931.562;4.493.447
-9.314.378;4.497.429
-9.313.282;4.491.974
-9.303.504;449.497
-9.310.052;4.492.182
-9.314.929;4.495.937
-93.095;4.494.496
-931.251;4.496.942
-9.306.713;4.498.442
-9.315.562;4.498.956
-9.313.054;4.493.093
-9.314.254;4.492.127
-9.315.859;4.495.669
-9.309.936;4.493.161
-9.317.982;449.581
-9.302.317;4.494.418
null;null
null;null
-9.312.124;4.495.123
-9.313.799;4.495.011
-9.315.217;4.495.761
-9.311.852;   44.99
-9.313.133;4.492.161
-9.316.351;4.496.088
-9.317.982;449.581
-9.312.867;4.492.529
-9.313.282;4.491.974
-9.312.866;4.497.448
-9.318.778;4.490.677
-9.307.623;4.492.642
-930.747;4.499.125
-9.312.955;449.239
-9.300.735;449.397
null;null
-9.317.335;449.473
-931.438;4.497.261
-9.300.879;4.495.593
-9.313.093;4.499.057
-9.306.318;4.497.924
-9.316.422;4.493.335
null;null
-9.317.267;449.025
-9.305.291;4.497.595
-9.301.852;4.496.446
-9.317.982;449.581
-9.308.658;4.494.798
-9.307.474;4.498.903
-9.312.518;4.498.508
-9.313.509;4.499.078
-9.315.798;4.494.405
-9.307.255;4.498.641
-9.303.153;4.497.115
-9.313.681;4.492.698
-9.303.539;4.496.475
-9.315.661;449.293
-9.318.846;4.495.316
-9.301.484;4.498.997
-9.313.979;4.497.401
-9.303.531;4.495.402
-9.312.124;4.495.123
-9.307.084;4.492.326
-9.312.786;4.497.972
-9.301.228;4.497.506
-9.313.529;4.492.934
-9.303.536;4.497.075
-9.303.783;4.495.597
-931.756;4.495.415
-9.311.945;4.499.081
-9.315.926;4.497.197
-9.313.429;44.972
-9.317.142;4.496.008
-9.313.899;449.894
-9.313.993;4.492.065
-9.315.905;4.492.705
-9.312.957;4.492.111
-9.317.569;4.489.856
-9.317.485;4.495.022
-9.316.296;4.498.671
-9.316.411;4.492.351
-9.303.246;449.487
-9.316.675;4.490.264
-9.309.986;4.493.905
-9.315.639;4.498.513
-9.320.661;4.496.725
-9.319.104;449.755
-9.311.829;4.494.508
-930.238;4.494.306
-9.300.714;449.597
-9.308.758;4.495.063
-9.303.081;4.494.782
-9.316.324;4.496.129
-9.303.063;4.496.561
null;null
-9.314.237;4.494.363
-9.312.813;4.494.861
-9.314.042;4.492.851
-9.314.361;4.496.948
-9.306.386;449.484
-9.302.766;4.496.558
-930.445;4.498.458
-9.306.284;4.498.302
-9.316.373;4.496.651
-9.311.155;449.372
-9.315.195;4.492.586
-9.320.661;4.496.725
-9.305.199;4.497.867
-9.312.941;449.733
-9.315.027;4.493.017
-9.317.968;4.496.506
-9.312.344;4.493.158
-9.301.831;4.494.558
-9.314.091;449.908
-9.312.881;4.495.845
-9.301.009;449.673
-9.313.708;4.493.439
-9.309.396;4.495.144
-9.307.929;4.492.227
-9.308.053;4.499.026
-9.301.986;4.498.218
-9.304.932;4.499.032
-9.302.626;4.496.781
-930.704;4.498.929
-9.301.902;4.494.218
-9.300.572;4.495.521
-9.303.434;4.495.322
-9.301.446;4.495.784
-9.306.303;4.498.376
-9.313.591;4.499.181
-9.314.707;4.496.093
-9.316.129;4.498.251
-9.313.622;4.497.307
-9.313.441;4.492.775
-9.306.263;4.497.867
-9.312.778;4.498.544
-9.317.325;4.495.361
-9.304.321;4.499.092
null;null
-9.314.259;4.496.095
-9.320.661;4.496.725
-9.315.428;4.494.748
-9.317.569;4.489.856
-9.317.569;4.489.856
-9.311.557;4.494.794
-9.309.396;4.495.144
-9.316.035;4.496.221
-9.318.621;4.494.285
-9.314.489;4.496.143
-9.315.253;4.496.321
-9.310.963;449.386
-930.057;4.492.991
-9.318.144;449.056
-931.278;4.497.113
-9.311.825;4.494.416
-931.287;4.496.095
-9.309.073;4.495.225
-9.313.654;4.497.915
-93.095;4.494.496
-9.307.196;4.498.732
-9.301.557;4.492.635
-9.320.142;4.498.319
-9.303.239;4.494.736
-9.318.907;4.493.061
-9.301.317;4.495.028
-9.316.494;4.497.574
-9.300.737;4.493.986
-9.300.786;4.493.673
-9.316.332;4.493.223
-9.313.096;4.498.754
-931.425;449.223
-9.312.124;4.495.123
-9.301.657;4.496.692
-9.318.595;4.490.357
-9.311.111;4.497.978
-9.314.989;4.494.654
-9.315.396;4.496.031
-9.302.701;4.496.484
-9.315.222;4.493.398
-93.174;4.490.494
-9.313.403;4.493.948
-9.301.472;4.494.178
-9.300.708;449.637
-931.008;4.492.941
-9.317.569;4.489.856
-931.525;449.459
-9.306.363;4.508.642
-9.318.607;4.490.534
-931.783;4.496.357
-9.316.281;4.492.177
-9.313.971;4.497.298
-9.316.192;449.509
-9.301.724;4.493.995
-9.313.428;449.791
-9.310.081;4.493.012
null;null
-9.312.536;4.494.571
-9.317.396;44.965
-9.315.299;4.493.128
-9.313.215;4.497.353
-9.314.616;449.716
-9.313.574;4.492.778
-9.315.467;4.494.655
-930.068;449.306
-9.315.173;4.494.397
-9.313.785;4.494.845
-9.315.852;4.492.705
-9.317.348;449.547
-9.312.016;4.498.375
-9.319.181;4.492.677
-9.309.431;4.493.071
-9.314.655;4.495.931
-9.313.441;4.492.775
-9.317.362;4.491.169
-931.399;4.491.975
null;null
-9.313.594;4.494.586
-9.314.074;4.492.172
-9.307.684;4.492.444
-9.320.256;449.578
-9.311.958;4.493.651
-9.304.518;4.495.005
-9.314.348;4.491.821
-9.308.126;4.497.313
-9.301.548;4.499.042
-9.316.046;449.846
-9.312.584;4.493.016
-9.305.682;4.497.941
-930.592;4.497.822
-9.305.441;4.497.943
-9.316.019;4.497.575
-9.314.155;449.224
-9.308.793;4.492.463
-9.312.344;4.499.325
-9.313.205;4.498.573
-931.016;4.492.523
-9.310.965;4.493.798
-9.311.269;4.494.761
-9.313.615;4.494.935
-9.316.214;4.497.662
-9.313.938;4.499.081
-9.317.569;4.489.856
-9.318.352;4.490.635
-9.320.736;4.496.552
-9.316.786;449.451
-9.316.931;4.493.236
-9.320.711;449.649
-9.317.835;4.496.619
-9.308.318;4.496.158
-9.308.334;449.619
-9.308.329;4.496.168
-9.308.341;4.496.201
-9.308.357;4.496.223
-9.300.508;4.490.177
-9.317.554;4.495.274
-9.317.125;4.492.541
-9.316.413;4.494.492
-9.315.357;4.494.671
-9.300.868;4.494.302
-9.305.857;4.497.925
-9.320.661;4.496.725
-9.319.248;4.496.316
-9.312.822;4.493.062
-9.315.348;4.492.585
-9.314.705;4.495.718
-9.303.229;4.494.778
-9.314.552;4.492.965
-9.304.045;4.498.417
-9.313.937;4.492.438
-931.789;4.490.714
-9.305.411;4.498.017
-9.316.862;4.496.085
-9.315.336;4.492.704
null;null
-9.309.396;4.495.144
-9.316.296;4.498.619
-9.316.449;4.493.244
-9.316.214;4.498.344
-9.314.047;4.492.951
-9.313.098;4.498.492
-9.314.296;4.494.751
-9.317.091;4.491.262
-9.317.118;4.493.072
-9.302.169;4.494.649
-9.318.621;4.490.881
null;null
null;null
-9.313.052;4.492.816
-9.312.913;4.494.278
-931.732;4.492.862
-9.313.954;4.492.699
-9.318.775;449.074
-9.307.333;449.246
-9.317.358;4.496.398
-9.311.258;4.494.663
-9.311.599;449.342
-9.318.555;4.497.648
-9.314.816;4.495.927
-9.312.602;4.494.813
-9.315.428;4.494.748
-9.311.729;4.495.482
-9.301.248;4.496.371
-9.316.332;4.492.904
-9.315.132;449.459
-9.315.463;4.496.455
-9.303.567;4.495.546
-9.311.638;4.498.777
-93.132;4.492.695
-9.316.509;4.496.123
-9.312.822;4.493.062
-9.313.251;449.912
-9.317.123;4.496.132
-9.305.033;4.497.864
-9.314.864;4.496.548
-9.311.481;4.498.341
-9.310.003;4.495.883
-9.300.502;4.491.608
-9.312.271;4.498.266
-9.305.662;4.498.091
-9.309.073;4.495.225
-9.318.774;4.493.583
-9.300.889;4.493.883
-9.315.428;4.493.791
-9.312.159;4.494.498
-9.310.297;4.492.101
null;null
-9.314.203;4.491.866
-9.315.955;4.498.563
-9.314.014;4.499.166
-9.318.709;4.490.778
-9.300.729;4.490.421
-9.313.836;449.908
-9.318.082;4.496.405
-9.314.693;4.492.311
-9.318.253;4.490.576
-9.312.769;4.499.077
-9.315.281;4.496.031
-9.301.387;4.493.066
-9.301.651;4.494.557
-9.307.057;4.492.499
-9.317.325;4.495.336
-9.300.903;4.490.793
-9.316.069;4.496.603
-9.306.879;4.492.418
-9.314.155;449.224
-9.315.734;4.496.134
-9.312.772;4.499.066
-9.300.682;4.491.884
-9.316.834;4.492.497
-931.338;4.492.398
-9.317.691;4.501.369
-9.314.651;4.491.604
-9.315.544;449.459
-9.315.396;4.499.033
-931.517;4.498.974
-9.313.318;4.499.025
-9.318.359;4.490.985
-9.301.868;4.494.733
-9.315.561;449.884
-9.315.066;4.499.035
-9.300.855;4.494.223
-9.315.687;4.496.527
null;null
-9.315.561;4.498.916
-9.317.069;4.491.262
-9.312.849;4.494.199
-9.313.061;4.498.296
-9.313.202;4.492.306
-9.308.949;4.495.118
-9.314.577;4.494.508
-9.313.441;4.492.775
-9.311.747;4.494.411
-9.318.481;4.494.832
-9.316.409;4.498.397
-9.309.167;4.495.212
-93.095;4.494.496
-9.318.063;449.544
-9.315.875;4.492.978
-9.310.507;4.494.715
-9.315.549;449.334
-9.315.563;4.499.077
-9.313.441;4.492.775
-9.317.759;449.336
-9.301.078;4.492.216
-9.307.862;4.492.377
-931.474;4.491.555
-9.317.784;4.492.355
-9.314.552;4.492.965
-9.308.511;4.494.869
-9.316.069;4.493.309
-9.318.583;4.490.818
-9.312.344;4.499.325
-930.166;4.494.557
-9.311.713;4.494.531
-9.319.147;4.495.313
-930.512;4.497.865
-9.317.258;4.494.834
-9.316.846;4.492.631
-9.314.552;4.492.965
-9.314.017;4.494.951
-9.319.134;4.492.139
-9.313.986;4.492.246
-9.313.522;4.498.834
-9.318.179;4.490.144
-9.316.135;44.938
-9.316.803;4.493.054
-9.316.343;4.497.742
-9.314.376;4.497.513
-9.320.661;4.496.725
-9.300.969;4.494.011
-9.307.501;4.492.638
-9.315.572;4.493.303
null;null
-9.315.105;4.496.279
-9.315.159;4.493.272
-9.309.132;4.495.172
-9.318.448;4.490.458
-9.312.896;4.494.291
-9.313.026;4.498.876
-9.312.965;4.498.966
-9.314.853;4.491.529
-931.418;4.495.015
-9.317.275;4.496.025
-9.316.152;4.494.586
-9.315.661;4.493.316
-9.318.351;4.490.252
-9.318.643;4.490.898
-9.317.316;4.491.169
-9.315.716;4.492.097
-9.316.142;4.498.616
-9.316.584;4.492.856
-9.315.528;4.492.533
-9.312.792;4.497.851
-9.316.077;4.492.979
-931.589;4.492.978
-9.315.739;4.494.486
-9.315.951;4.498.705
-9.316.821;4.493.234
-9.317.685;4.491.099
-9.301.134;4.492.206
-9.311.653;4.494.631
-9.315.399;4.494.686
-9.316.992;4.496.089
-9.315.713;449.642
-931.477;449.881
-9.319.875;4.495.683
-9.316.276;4.496.269
-9.316.256;4.497.935
-9.313.441;4.492.775
-9.310.293;4.494.115
-9.312.237;4.494.411
-9.315.379;4.493.131
-9.312.888;4.492.168
-9.308.949;4.495.118
-930.402;4.498.486
-932.071;4.496.612
-9.312.346;4.498.069
-9.318.359;4.493.409
-9.317.784;4.492.355
-9.315.466;4.494.511
-9.313.186;4.498.938
-9.301.559;4.492.656
-9.314.543;4.498.731
-9.316.796;449.286
-9.316.532;4.493.618
null;null
-9.317.908;4.490.006
-9.317.877;4.490.054
-9.309.328;449.506
-9.316.601;4.498.388
-9.301.096;4.494.159
-9.315.606;4.498.103
-9.316.971;4.491.323
-9.312.881;4.495.845
-9.308.949;4.495.118
-9.315.909;449.672
null;null
-9.318.582;4.490.367
-931.903;4.495.344
-9.315.567;4.498.537
-9.300.493;4.492.292
-9.316.892;4.496.007
-9.313.579;4.498.898
-9.313.127;4.492.761
-9.312.847;4.498.535
-9.318.275;4.490.236
-9.314.252;4.497.429
-9.315.881;449.331
-931.589;4.498.718
-931.683;4.492.632
-9.315.783;4.493.353
-9.314.552;4.492.965
-9.313.029;4.498.647
-9.315.591;4.492.626
-9.316.956;4.494.129
-9.316.559;4.492.442
-9.318.345;4.490.117
-9.318.156;449.056
-9.312.879;4.498.786
-9.315.569;44.943
-9.314.246;4.492.615
-9.317.053;4.496.174
-9.314.697;4.492.909
null;null
-9.309.106;4.495.157
-9.310.442;4.492.774
-931.926;4.492.899
-9.309.986;4.493.905
-9.313.933;449.231
-9.312.903;4.498.581
-9.315.312;4.493.129
-9.313.011;4.494.085
-9.317.924;4.490.501
-9.306.977;4.498.734
-9.316.656;449.878
-9.312.213;4.494.846
-931.817;4.489.796
-9.315.902;4.496.516
-9.312.843;4.494.235
-9.316.309;4.492.318
null;null
-9.305.918;4.494.755
-9.318.876;4.497.605
-9.317.644;4.494.647
-9.307.643;449.276
-9.309.074;4.495.211
-9.315.426;4.494.503
-9.305.125;4.499.082
-9.313.167;4.494.025
-9.313.993;4.494.668
-9.300.643;449.227
-9.313.803;4.492.485
-9.317.061;4.492.494
-931.848;4.494.003
-931.418;4.492.952
-9.313.735;4.498.323
-9.320.557;449.564
-931.529;4.493.584
-9.315.635;4.498.119
-9.307.586;44.928
-9.315.251;449.369
-9.317.784;4.492.355
-9.314.155;449.224
-9.300.729;4.491.338
-9.316.826;4.494.583
-9.315.552;4.492.496
-9.317.652;4.496.324
-930.508;4.494.879
-9.316.085;4.492.896
-9.318.607;4.493.061
-93.128;4.492.484
-9.315.307;4.498.895
-9.316.151;4.498.484
-9.314.119;4.498.763
-9.317.569;4.489.856
null;null
-9.314.601;4.498.808
null;null
-9.310.109;4.493.903
-9.315.779;4.493.444
-9.316.541;4.498.342
-9.319.278;4.492.637
-9.318.138;4.490.942
-9.308.352;4.492.304
-9.317.176;4.494.941
-9.315.428;4.493.791
-9.312.727;4.498.152
-9.314.622;4.494.762
-931.778;4.491.639
-9.317.442;4.493.057
-9.310.109;4.493.903
-9.314.114;4.498.854
-9.306.171;4.494.853
-9.319.058;449.214
-931.832;4.491.074
-931.345;449.822
-9.315.792;4.498.816
-9.315.428;4.494.748
-9.317.282;4.491.262
-9.300.536;4.491.502
-9.316.098;4.496.219
-9.315.395;4.492.536
-9.318.549;4.490.358
-9.311.852;   44.99
-9.310.225;4.494.173
-9.300.895;4.491.315
-9.318.838;4.495.305
-9.308.889;4.494.936
-9.301.439;4.495.835
-9.316.582;449.257
-9.315.238;4.492.537
-9.317.963;4.493.075
-9.314.605;4.492.059
-9.317.982;449.581
-9.315.463;4.492.445
-9.318.493;4.491.186
-9.316.811;4.491.413
-9.313.778;44.982
-9.317.317;4.490.266
-9.314.155;449.224
-9.312.856;449.443
-9.318.756;4.497.583
-9.317.315;4.494.405
-9.318.199;4.491.062
-9.318.263;4.489.954
-9.316.734;4.492.991
-931.589;4.497.897
-9.314.852;4.498.947
-9.314.786;4.494.588
-9.309.984;4.495.823
-9.309.777;4.493.054
-9.309.079;4.493.117
-9.316.841;4.494.582
-9.318.093;4.490.008
-9.319.434;4.498.027
-9.302.845;4.494.426
null;null
-9.314.392;4.498.806
-9.315.238;449.331
-9.318.971;4.493.002
-9.300.908;4.493.269
-9.318.484;4.493.612
-9.319.728;4.498.665
-9.317.558;4.496.262
-9.316.174;449.613
-9.314.605;4.492.059
null;null
-9.317.313;4.493.056
-930.907;4.495.237
-9.313.441;4.492.775
1.363.371;4.671.329
-9.311.852;   44.99
-9.318.371;4.493.409
-9.316.116;4.493.402
-9.309.073;4.495.225
-9.313.319;4.498.894
-9.316.015;4.493.506
-9.308.756;4.493.328
-931.336;4.493.511
-9.315.563;4.498.577
-9.319.231;4.495.724
-931.946;4.495.607
-9.316.209;449.872
-9.301.123;4.498.999
-9.317.793;4.493.452
-9.315.348;4.494.845
-9.312.912;4.494.303
null;null
-9.305.272;4.498.026
-9.302.218;4.496.643
-9.315.426;4.493.577
null;null
-9.316.493;4.493.524
-9.315.027;4.493.028
-9.314.605;4.492.059
-9.316.319;4.498.691
-9.318.477;4.490.821
-9.312.834;4.499.024
-9.315.028;449.298
-9.304.157;4.496.041
-9.313.743;4.494.294
-9.313.345;4.494.861
-9.317.112;4.493.404
-93.121;449.431
-9.318.233;4.493.792
-931.514;4.493.298
-9.318.771;4.490.839
-9.318.598;4.490.243
-9.317.065;449.218
-9.312.822;4.493.062
-9.317.261;4.492.864
-9.317.353;4.493.406
   -93.13;449.207
-9.314.355;449.872
-9.317.664;4.491.149
-9.316.308;4.493.984
-9.312.723;4.498.225
-9.313.481;4.498.665
-9.318.464;4.494.042
-9.315.701;4.493.597
-9.313.011;4.494.085
-9.314.605;4.492.059
-9.313.373;4.497.908
-9.320.027;449.686
-9.316.376;4.493.691
-9.314.552;4.492.965
-9.316.869;4.493.134
-9.317.378;4.491.622
-9.312.589;449.396
-9.311.557;4.494.794
-9.319.015;449.291
-9.318.484;4.493.612
-931.684;4.493.251
-9.316.111;449.428
-9.318.019;4.491.805
-931.585;4.493.169
-9.316.322;4.493.244
-932.071;4.496.612
-9.315.482;4.492.688
-9.316.437;4.493.272
-9.315.173;4.494.397
-9.314.552;4.492.965
-9.312.171;4.494.637
-9.318.775;449.027
-9.315.882;4.497.747
-9.316.956;4.494.129
-9.317.691;4.493.739
-9.315.495;4.492.896
-9.314.552;4.492.965
-9.313.441;4.492.775
-9.316.844;4.491.532
-9.315.118;4.492.856
-9.315.116;4.492.493
-9.316.783;4.494.566
-9.314.021;4.498.762
-9.311.853;4.494.229
-9.316.916;4.491.364
-9.309.986;4.493.905
-9.315.416;4.492.458
